Date,Group,TopicType,Url,Title,PageViews,PageViewsLast,MoM,Visitors,MCPCalls,KSCalls,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,DaysUntilStale,LastReviewed,LastPublished,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,Average of ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/connect-to-ai-models,Connect to xAI's models,"3,831","1,154",232%,"2,866",12,15,H,0,14.1%,31.5%,77.5%,45.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-27091e13-b29b-ac59-3141-0e52b5d0278b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-27091e13-b29b-ac59-3141-0e52b5d0278b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,125,2026-02-11,2026-03-28,272,7.1%,45.6%,34.1%,11.5%,1.7%,4%,0%,77%,9/24/2025,kwekua,No,,27091e13-b29b-ac59-3141-0e52b5d0278b,"[""ai-business-solutions""]"
March 2026,Concepts,get-started,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-license-feature-overview,Compare Microsoft 365 Copilot Features in E3 and E5 Licenses,"3,871","3,615",7%,"3,052",500,783,H,0,10.4%,28.6%,88.8%,41.5%,0.0%,1,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-f7014769-4233-f637-5945-d80719543ec3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-f7014769-4233-f637-5945-d80719543ec3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,40,2025-11-18,2026-03-28,"1,928",49.8%,12.0%,36.9%,0.9%,0.4%,2%,0%,89%,11/19/2024,cmcatee,No,,f7014769-4233-f637-5945-d80719543ec3,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-for-microsoft-365-admin,Copilot in Microsoft 365 Admin Centers,"3,872","3,712",4%,"2,912",204,403,H,0,14.6%,31.3%,76.5%,46.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-3a30c3bc-38a6-efff-828c-46e2640f6897&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-3a30c3bc-38a6-efff-828c-46e2640f6897&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,14,2025-10-23,2026-03-28,"2,409",62.2%,13.6%,21.9%,2.2%,0.1%,2%,0%,76%,11/15/2023,kwekua,No,,3a30c3bc-38a6-efff-828c-46e2640f6897,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoftsearch/semantic-index-for-copilot,Semantic indexing for Microsoft 365 Copilot,"3,909","3,833",2%,"2,683",715,834,L,3,20.5%,15.6%,73.6%,50.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-88175f0c-1a8f-81d4-4300-c4d9a0405e0e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-88175f0c-1a8f-81d4-4300-c4d9a0405e0e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,0,-34,2025-03-04,2025-05-20,"1,195",30.6%,35.4%,27.4%,5.0%,1.6%,4%,0%,73%,11/10/2023,camillepack,No,,88175f0c-1a8f-81d4-4300-c4d9a0405e0e,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/opal-settings-manage,Setting up and Managing Project Opal (Frontier),"4,072","2,827",44%,"2,733",82,161,H,0,13.4%,32.4%,80.5%,52.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5c690fe9-cf12-4bd5-6891-d1858892947e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5c690fe9-cf12-4bd5-6891-d1858892947e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,224,2025-11-17,2026-03-28,524,12.9%,23.5%,17.9%,45.3%,0.4%,3%,0%,80%,11/18/2025,smbhardwaj,No,,5c690fe9-cf12-4bd5-6891-d1858892947e,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/agent-essentials/m365-agents-admin-guide,Agents admin guide for Microsoft 365,"4,142","2,891",43%,"2,795","2,618","4,183",H,1,16.9%,25.7%,75.8%,46.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-1ff109f7-54d5-a164-e08e-3129cf2dac18&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-1ff109f7-54d5-a164-e08e-3129cf2dac18&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,168,2026-03-26,2026-03-26,"1,716",41.4%,41.6%,12.4%,4.5%,0.1%,3%,0%,76%,11/14/2025,erikre,No,,1ff109f7-54d5-a164-e08e-3129cf2dac18,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/connect-to-independent-model,Connect to Anthropic's AI models,"4,188","1,806",132%,"2,998",123,192,H,1,12.5%,22.4%,83.4%,52.5%,0.0%,3,3,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d9644f72-96c9-7f83-1067-6607483df654&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d9644f72-96c9-7f83-1067-6607483df654&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,112,2026-01-29,2026-03-28,"1,909",45.6%,33.2%,17.6%,2.4%,1.3%,7%,0%,83%,1/30/2026,kwekua,No,,d9644f72-96c9-7f83-1067-6607483df654,"[""ai-business-solutions""]"
March 2026,Support,legal,https://learn.microsoft.com/en-us/legal/microsoft-365/supplemental-terms,Supplemental terms of service for enterprise apps and agents,"4,375","3,458",27%,"3,590",,,L,2,27.2%,10.1%,26.7%,81.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9e775d58-a274-2c1e-c937-d56facecb257&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9e775d58-a274-2c1e-c937-d56facecb257&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,350,2026-03-23,2026-03-25,21,0.5%,65.2%,22.5%,11.9%,0.0%,0%,0%,27%,10/13/2025,dansimp,No,,9e775d58-a274-2c1e-c937-d56facecb257,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-requirements,App and network requirements for Microsoft 365 Copilot admins,"4,678","4,630",1%,"3,406",623,814,L,3,19.8%,23.5%,71.2%,45.4%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9d7deafe-e3a9-b07a-d071-3d4848d36890&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9d7deafe-e3a9-b07a-d071-3d4848d36890&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,166,2026-03-24,2026-03-28,"1,308",28.0%,39.5%,24.8%,7.1%,0.7%,4%,0%,71%,9/21/2023,efrene,No,,9d7deafe-e3a9-b07a-d071-3d4848d36890,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/api/ai-services/chat/overview,Microsoft 365 Copilot Chat API Overview (Preview),"4,880","4,894",-0%,"2,962",289,407,H,0,11.9%,42.7%,86.1%,32.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d40bddd6-51fd-eda9-b284-2fdf644d9996&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d40bddd6-51fd-eda9-b284-2fdf644d9996&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-21,2025-09-18,2026-03-24,795,16.3%,16.9%,64.6%,2.1%,0.2%,4%,0%,86%,10/17/2025,muwagerikpe,No,,d40bddd6-51fd-eda9-b284-2fdf644d9996,"[""ai-business-solutions""]"
March 2026,Concepts,get-started,https://learn.microsoft.com/en-us/copilot/microsoft-365/pay-as-you-go/overview,Microsoft 365 Copilot pay-as-you-go overview,"5,160","5,188",-1%,"3,550",157,192,H,0,12.7%,36.4%,82.5%,35.1%,0.0%,2,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e8c69b68-0904-0ec7-9eed-d3cf257860a3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e8c69b68-0904-0ec7-9eed-d3cf257860a3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,271-365 days,180,-115,2025-06-16,2026-03-28,"1,685",32.7%,16.8%,30.9%,19.5%,0.2%,2%,0%,82%,3/12/2025,cmcatee,No,,e8c69b68-0904-0ec7-9eed-d3cf257860a3,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/wordexcelppt-agents,"Create files with Word, Excel, and PowerPoint Agents in Microsoft 365 Copilot","5,222","6,861",-24%,"3,504",365,495,L,3,21.3%,19.4%,63.7%,65.4%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-cf472dbb-5ff4-ceba-aebf-93f9a522c6a0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-cf472dbb-5ff4-ceba-aebf-93f9a522c6a0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,353,2026-03-26,2026-03-30,214,4.1%,81.6%,12.6%,1.5%,0.1%,3%,0%,64%,11/18/2025,smbhardwaj,No,,cf472dbb-5ff4-ceba-aebf-93f9a522c6a0,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/overview-custom-engine-agent,Custom Engine Agents for Microsoft 365,"5,237","4,457",18%,"3,650",688,"1,108",L,3,22.7%,23.4%,68.0%,47.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-47ee9224-aa42-60dd-483e-7794120bc32b&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-47ee9224-aa42-60dd-483e-7794120bc32b&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,96,2026-01-13,2026-03-24,725,13.8%,22.8%,37.0%,26.0%,0.3%,2%,0%,68%,9/16/2024,wujessica,No,,47ee9224-aa42-60dd-483e-7794120bc32b,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/rai-validation,Responsible AI Validation Checks for Declarative Agents,"5,343","6,360",-16%,"4,207",9,17,H,1,10.3%,6.1%,80.0%,78.6%,0.0%,5,2,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-dfe4ec0f-1318-ba85-540f-ff46d4e9f60e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-dfe4ec0f-1318-ba85-540f-ff46d4e9f60e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-14,2025-09-25,2026-03-24,98,1.8%,92.1%,5.9%,0.2%,0.0%,3%,0%,80%,1/7/2025,lauragra,No,,dfe4ec0f-1318-ba85-540f-ff46d4e9f60e,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/manage/agent-registry,Agent Registry in the Microsoft 365 admin center - Microsoft 365 admin,"5,578","4,062",37%,"3,706",830,"1,525",H,1,10.4%,21.5%,86.5%,45.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-4b41248f-20b0-921c-e4e9-8476830b392a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-4b41248f-20b0-921c-e4e9-8476830b392a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,137,2026-02-23,2026-03-25,679,12.2%,17.4%,40.4%,29.9%,0.1%,3%,0%,86%,11/18/2025,frankroj,No,,4b41248f-20b0-921c-e4e9-8476830b392a,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/agents,Agents for Microsoft 365 Copilot Chat,"5,683","5,863",-3%,"3,890",147,219,H,1,15.7%,31.4%,77.1%,37.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e0d27e66-c373-172c-4fa5-81ad2da0c7d5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e0d27e66-c373-172c-4fa5-81ad2da0c7d5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,118,2026-02-04,2026-02-05,"1,299",22.9%,28.6%,41.0%,7.4%,0.2%,3%,0%,77%,1/15/2025,davidedwards,No,,e0d27e66-c373-172c-4fa5-81ad2da0c7d5,
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/api/ai-services/retrieval/overview,Microsoft 365 Copilot Retrieval API Overview,"5,685","5,270",8%,"3,278",300,428,H,0,14.7%,35.5%,81.9%,36.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7c773e8c-8fc1-c1de-1f49-694ff740b748&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7c773e8c-8fc1-c1de-1f49-694ff740b748&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,106,2026-01-23,2026-03-24,"1,275",22.4%,18.5%,56.3%,2.6%,0.1%,7%,0%,82%,8/8/2025,lramosvea,No,,7c773e8c-8fc1-c1de-1f49-694ff740b748,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-prompt-gallery,Understand Prompt Gallery in Copilot,"5,686","4,028",41%,"3,923",65,268,H,0,13.9%,36.3%,79.8%,59.2%,66.7%,3,2,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-83367388-23d2-2436-a9ee-c8d7c14de6d5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-83367388-23d2-2436-a9ee-c8d7c14de6d5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,120,2026-02-06,2026-02-07,"2,930",51.5%,30.0%,14.2%,3.7%,0.5%,2%,0%,80%,11/19/2024,mabond,No,,83367388-23d2-2436-a9ee-c8d7c14de6d5,"[""ai-business-solutions""]"
March 2026,Navigation,landing-page,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/,Extend Microsoft 365 Copilot,"5,719","5,135",11%,"4,052",616,"1,833",L,3,25.2%,39.5%,41.7%,28.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-99c203ad-3817-4704-b7c4-81587a246cbd&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-99c203ad-3817-4704-b7c4-81587a246cbd&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-35,2025-09-04,2026-03-24,546,9.5%,34.3%,51.9%,3.7%,0.6%,1%,0%,41%,11/15/2023,lauragra,No,,99c203ad-3817-4704-b7c4-81587a246cbd,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-architecture-data-protection-auditing,Microsoft 365 Copilot data protection architecture,"5,770","4,661",24%,"4,041",326,462,L,2,19.7%,29.9%,71.7%,38.1%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c9618df9-6f5d-b114-6ee2-e27cfcf869e7&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c9618df9-6f5d-b114-6ee2-e27cfcf869e7&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,145,2026-03-03,2026-03-25,"1,080",18.7%,34.5%,43.4%,2.9%,0.5%,4%,0%,71%,11/19/2024,deniseb,No,,c9618df9-6f5d-b114-6ee2-e27cfcf869e7,"[""ai-business-solutions""]"
March 2026,Concepts,get-started,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-setup,Set Up Microsoft 365 Copilot and Assign Licenses,"5,854","5,137",14%,"4,367",913,"2,535",H,1,16.9%,29.8%,75.8%,46.7%,100.0%,5,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ca8def1f-a786-de0a-972d-61942bb122c1&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ca8def1f-a786-de0a-972d-61942bb122c1&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,5,2025-10-14,2026-03-28,"1,759",30.0%,28.7%,30.8%,10.3%,0.1%,2%,0%,76%,9/21/2023,kwekua,No,,ca8def1f-a786-de0a-972d-61942bb122c1,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/deploy-microsoft-365-copilot-app,Deployment overview for the Microsoft 365 Copilot app,"5,917","5,378",10%,"3,569",118,319,H,0,12.6%,45.4%,84.0%,53.9%,33.3%,3,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-04fd5c64-5812-809b-a3d0-7831f949a2d9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-04fd5c64-5812-809b-a3d0-7831f949a2d9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,353,2026-03-26,2026-03-28,"2,532",42.8%,34.7%,19.4%,3.0%,0.1%,11%,0%,84%,9/8/2025,efrene,No,,04fd5c64-5812-809b-a3d0-7831f949a2d9,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/manage/agent-365-overview,Agent Overview Page in Microsoft 365 Admin Center - Microsoft 365 admin,"5,974","4,585",30%,"3,818",152,169,H,0,11.1%,44.8%,79.2%,30.1%,66.7%,3,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-8a333d24-b43f-87ce-de74-aaf9a297a119&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-8a333d24-b43f-87ce-de74-aaf9a297a119&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,153,2026-03-11,2026-03-25,563,9.4%,11.2%,79.0%,0.3%,0.1%,2%,0%,79%,11/18/2025,frankroj,No,,8a333d24-b43f-87ce-de74-aaf9a297a119,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/admin/activity-reports/microsoft-365-copilot-usage,Microsoft 365 Copilot usage report - Microsoft 365 admin center - Microsoft 365 admin,"7,205","5,212",38%,"4,895",551,839,H,0,14.8%,26.6%,76.9%,49.4%,0.0%,3,1,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d3d688f2-7d6a-e315-3dd7-7979a384c2e2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d3d688f2-7d6a-e315-3dd7-7979a384c2e2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,162,2026-03-20,2026-03-31,"2,927",40.6%,26.1%,27.1%,6.2%,0.0%,4%,0%,77%,7/19/2023,cmcatee,No,,d3d688f2-7d6a-e315-3dd7-7979a384c2e2,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/overview-declarative-agent,Declarative Agents for Microsoft 365 Copilot,"7,394","6,362",16%,"4,889",515,684,L,2,17.5%,38.3%,73.5%,34.1%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-89d5b673-987e-c794-3f62-96c8dc9747e0&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-89d5b673-987e-c794-3f62-96c8dc9747e0&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,53,2025-12-01,2026-03-24,"1,815",24.5%,22.2%,48.2%,4.4%,0.7%,2%,0%,73%,9/16/2024,aycabas,No,,89d5b673-987e-c794-3f62-96c8dc9747e0,"[""ai-business-solutions""]"
March 2026,Navigation,landing-page,https://learn.microsoft.com/en-us/copilot/microsoft-copilot,Microsoft 365 Copilot Chat documentation,"8,115","8,201",-1%,"5,909",,,L,3,25.2%,46.7%,38.4%,56.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-35cb8ba3-1708-b622-991a-b4964277ccec&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-35cb8ba3-1708-b622-991a-b4964277ccec&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,118,2026-02-04,2026-02-05,"6,121",75.4%,7.4%,16.1%,1.1%,0.0%,0%,0%,38%,3/13/2024,kellis,No,,35cb8ba3-1708-b622-991a-b4964277ccec,
