Date,Group,TopicType,Url,Title,PageViews,PageViewsLast,MoM,Visitors,MCPCalls,KSCalls,Engagement,Flags,BounceRate,ClickThroughRate,CopyTryScrollRate,ExitRate,HelpfulRating,Ratings,Verbatims,Drilldown,Trends,Freshness,MSUpdateCycleDays,DaysUntilStale,LastReviewed,LastPublished,OrganicSearchReferrals,OrganicSearchRate,DirectTrafficRate,MicrosoftTrafficRate,ExternalTrafficRate,SocialMediaTrafficRate,CopyRate,TryRate,Average of ScrollRate,FirstPublished,MSAuthor,IsHistorical,RedirectUrl,PlatformId,CSAs
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/adaptive-card-dialog-box,Add a Dialog Box to Your Declarative Agent Adaptive Card Template (preview),133,144,-8%,92,37,48,L,2,21.8%,32.3%,70.7%,35.3%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,42,31.6%,30.1%,32.3%,6.0%,0.0%,2%,0%,71%,6/13/2025,isrumnon,No,,0fc0ffb3-cf8e-6256-4024-bb18f2f4dc8a,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/usage-analytics,Usage analytics for the Employee Self-Service agent,144,150,-4%,87,20,37,L,2,17.4%,44.4%,60.9%,29.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-11303808-24ce-0a31-1781-6fb518f225f5&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-11303808-24ce-0a31-1781-6fb518f225f5&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,323,2026-02-24,2026-03-20,2,1.4%,30.6%,63.9%,4.2%,0.0%,0%,0%,61%,7/3/2025,heidip,No,,11303808-24ce-0a31-1781-6fb518f225f5,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/overview-message-extension-bot,Build message extensions for Microsoft 365 Copilot,145,156,-7%,128,50,67,L,3,31.7%,14.5%,53.9%,45.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-81445736-74b5-d333-f090-5526e21adecc&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-81445736-74b5-d333-f090-5526e21adecc&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,180,-304,2024-12-09,2026-03-24,43,29.7%,44.8%,24.8%,0.7%,0.0%,0%,0%,54%,11/15/2023,timura,No,,81445736-74b5-d333-f090-5526e21adecc,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/sap-employee-read-write-scenarios,SAP SuccessFactors Employee read & write scenarios with Employee Self-Service,146,120,22%,94,51,74,L,2,21.9%,41.1%,70.2%,32.2%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-4628d4d5-f060-9471-2e63-da531478dd7a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-4628d4d5-f060-9471-2e63-da531478dd7a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,252,2025-12-15,2026-03-20,3,2.1%,17.1%,80.8%,0.0%,0.0%,1%,0%,70%,12/17/2025,heidip,No,,4628d4d5-f060-9471-2e63-da531478dd7a,"[""ai-business-solutions""]"
March 2026,Concepts,faq,https://learn.microsoft.com/en-us/copilot/microsoft-365/responsible-ai/copilot-tuning-responsible-ai-faq,FAQ for Copilot Tuning,156,176,-11%,136,34,41,L,2,17.3%,19.2%,76.5%,37.8%,100.0%,1,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-a747b007-433f-9978-a5a8-b5b0e3c39a8a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-a747b007-433f-9978-a5a8-b5b0e3c39a8a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,125,2026-02-11,2026-03-30,2,1.3%,18.6%,80.1%,0.0%,0.0%,2%,0%,77%,9/30/2025,mstewart,No,,a747b007-433f-9978-a5a8-b5b0e3c39a8a,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/localize-agents,Localize Agents for Microsoft 365 Copilot,158,193,-18%,130,74,91,H,1,15.8%,43.7%,77.7%,26.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7f3ce515-5b43-311f-baf5-c072e001ac6e&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7f3ce515-5b43-311f-baf5-c072e001ac6e&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,14,8.9%,13.9%,77.2%,0.0%,0.0%,1%,0%,78%,11/12/2024,edoyle,No,,7f3ce515-5b43-311f-baf5-c072e001ac6e,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/code-interpreter-security,Code Interpreter Security Architecture in Microsoft 365 Copilot,159,96,66%,133,19,24,L,2,32.1%,27.7%,51.9%,47.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-7960a9f1-038f-cfc7-0f8d-ff21ea47b8ff&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-7960a9f1-038f-cfc7-0f8d-ff21ea47b8ff&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,47,2025-11-25,2025-11-26,25,15.7%,42.8%,40.3%,1.3%,0.0%,2%,0%,52%,11/25/2025,lauragra,No,,7960a9f1-038f-cfc7-0f8d-ff21ea47b8ff,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/declarative-agent-capabilities-ids,Retrieving capabilities IDs for declarative agent manifest,160,133,20%,106,105,123,L,2,24.4%,40.0%,70.8%,23.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e7681fe8-4092-db72-5836-0548fe541968&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e7681fe8-4092-db72-5836-0548fe541968&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,> 365 days,180,-330,2024-11-13,2025-12-02,10,6.3%,23.8%,68.8%,1.3%,0.0%,7%,0%,71%,9/16/2024,jasonjoh,No,,e7681fe8-4092-db72-5836-0548fe541968,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/declarative-agent-enable-feedback,Enable feedback for your declarative agents for Microsoft 365 Copilot,163,160,2%,146,7,12,L,2,20.2%,39.9%,68.5%,30.1%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-46662a32-5574-90c4-3cb6-a4fe80c64931&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-46662a32-5574-90c4-3cb6-a4fe80c64931&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-30,2025-09-09,2026-02-27,19,11.7%,28.2%,59.5%,0.6%,0.0%,1%,0%,69%,9/10/2025,lauragra,No,,46662a32-5574-90c4-3cb6-a4fe80c64931,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/publish,Publish the Employee Self-Service agent to your organization,164,162,1%,120,125,173,H,1,11.6%,49.4%,74.2%,32.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-353ceb2c-36df-9c7c-d3a7-8c699b17435f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-353ceb2c-36df-9c7c-d3a7-8c699b17435f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,212,2025-11-05,2026-03-20,17,10.4%,11.0%,76.8%,1.8%,0.0%,4%,0%,73%,7/3/2025,heidip,No,,353ceb2c-36df-9c7c-d3a7-8c699b17435f,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-tuning-optimization-template,Copilot Tuning Optimization agent template (early access preview),176,1,"17,500%",120,34,48,L,2,19.9%,30.7%,70.8%,50.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d4439993-76ba-507b-2d5d-70992ba569f3&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d4439993-76ba-507b-2d5d-70992ba569f3&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,337,2026-03-10,2026-03-11,27,15.3%,38.6%,46.0%,0.0%,0.0%,8%,0%,71%,2/28/2026,lauragra,No,,d4439993-76ba-507b-2d5d-70992ba569f3,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/graph-actions-semantic-kernel,Invoke Microsoft Graph Actions with Semantic Kernel,182,127,43%,132,62,77,L,3,42.9%,24.2%,49.2%,39.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-87328a8f-8b4d-bbfa-5363-3e2fb60c61e2&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-87328a8f-8b4d-bbfa-5363-3e2fb60c61e2&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-24,20,11.0%,32.4%,55.5%,1.1%,0.0%,2%,0%,49%,5/19/2025,fwilliams,No,,87328a8f-8b4d-bbfa-5363-3e2fb60c61e2,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/agent-essentials/agent-usage-billing/agent-usage-cs-reports,Understand Microsoft 365 Copilot reports,183,206,-11%,139,157,204,L,2,21.3%,26.8%,65.5%,40.4%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ecb3883c-3216-25eb-ccb4-d475cd5b5b5f&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ecb3883c-3216-25eb-ccb4-d475cd5b5b5f&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,34,2025-11-12,2026-03-25,66,36.1%,48.1%,14.2%,1.6%,0.0%,1%,0%,66%,11/14/2025,erikre,No,,ecb3883c-3216-25eb-ccb4-d475cd5b5b5f,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-api-plugins-local-office-api,Build API plugins for Microsoft 365 Copilot with the Office JavaScript Library,187,161,16%,124,"1,252","1,996",L,2,27.8%,26.2%,54.0%,47.6%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-6988a7c5-d755-a915-2133-04a37b0d29d9&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-6988a7c5-d755-a915-2133-04a37b0d29d9&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,36,19.3%,42.2%,33.7%,2.7%,2.1%,8%,0%,54%,5/19/2025,rickki,No,,6988a7c5-d755-a915-2133-04a37b0d29d9,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/agent-handoff,Agent handoff for Employee Self-Service agent,213,266,-20%,139,59,84,L,2,17.4%,46.5%,71.2%,38.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5191dd9d-c9f2-a85c-b48c-fcce3cc77571&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5191dd9d-c9f2-a85c-b48c-fcce3cc77571&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,224,2025-11-17,2026-03-20,21,9.9%,19.2%,69.5%,1.4%,0.0%,1%,0%,71%,11/17/2025,heidip,No,,5191dd9d-c9f2-a85c-b48c-fcce3cc77571,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/build-api-plugins-new-api,Build API plugins with a new API for Microsoft 365 Copilot,214,177,21%,159,88,107,L,2,27.6%,33.2%,59.1%,36.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-ec66d3a1-fe54-eaba-c9c8-f6e5673d7505&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-ec66d3a1-fe54-eaba-c9c8-f6e5673d7505&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,148,2026-03-06,2026-03-06,31,14.5%,29.4%,43.9%,12.1%,0.0%,2%,0%,59%,9/16/2024,jasonjoh,No,,ec66d3a1-fe54-eaba-c9c8-f6e5673d7505,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-tuning-document-summary-template,Copilot Tuning Document Summary agent template (early access preview),216,2,"10,700%",166,65,108,L,3,28.2%,22.7%,60.2%,44.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5a5c43d3-31b3-38a5-ba8b-7f150c79246a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5a5c43d3-31b3-38a5-ba8b-7f150c79246a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,152,2026-03-10,2026-03-11,64,29.6%,33.8%,34.7%,1.9%,0.0%,4%,0%,60%,2/28/2026,dsalasbarran,No,,5a5c43d3-31b3-38a5-ba8b-7f150c79246a,"[""ai-business-solutions""]"
March 2026,Concepts,faq,https://learn.microsoft.com/en-us/copilot/microsoft-365/copilot-tuning-faq,Microsoft 365 Copilot Tuning FAQ,218,263,-17%,176,34,55,L,2,35.3%,28.0%,56.8%,45.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-b930d1ab-f340-a114-fecc-9d19c9882eae&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-b930d1ab-f340-a114-fecc-9d19c9882eae&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,0,337,2026-03-10,2026-03-28,25,11.5%,45.0%,43.1%,0.5%,0.0%,1%,0%,57%,6/17/2025,mstewart,No,,b930d1ab-f340-a114-fecc-9d19c9882eae,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/workday-reports,Creating reports for your Workday integration,221,122,81%,105,6,8,H,1,10.9%,53.8%,70.5%,24.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-5dd4e5dd-01f8-622c-5bc4-d412863cad3a&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-5dd4e5dd-01f8-622c-5bc4-d412863cad3a&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,212,2025-11-05,2026-03-20,18,8.1%,9.5%,79.6%,1.8%,0.9%,6%,0%,71%,7/3/2025,heidip,No,,5dd4e5dd-01f8-622c-5bc4-d412863cad3a,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/copilot/microsoft-365/employee-self-service/design-best-practices,Design guidance and best practices,224,211,6%,185,86,123,L,3,40.2%,23.2%,44.3%,60.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-9e124fde-bc4d-7acb-7059-0f49ab51f346&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-9e124fde-bc4d-7acb-7059-0f49ab51f346&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,0,212,2025-11-05,2026-03-20,28,12.5%,42.4%,33.9%,11.2%,0.0%,2%,0%,44%,7/3/2025,heidip,No,,9e124fde-bc4d-7acb-7059-0f49ab51f346,"[""ai-business-solutions""]"
March 2026,Concepts,overview,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/data-privacy-security,"Data, Privacy, and Security and Microsoft 365 Copilot Extensibility",226,169,34%,181,249,323,L,2,24.3%,35.8%,63.0%,28.8%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-55fdeec3-f118-9e99-1986-00f27526f80d&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-55fdeec3-f118-9e99-1986-00f27526f80d&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-34,2025-09-05,2026-03-24,12,5.3%,35.4%,57.5%,1.8%,0.0%,1%,0%,63%,11/15/2023,edoyle,No,,55fdeec3-f118-9e99-1986-00f27526f80d,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/people-skills-data-and-ai-guidelines,Our commitment to responsible AI,227,209,9%,154,4,7,H,1,8.8%,67.0%,66.9%,18.9%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-fc1f0dcb-53b2-6cbe-8656-6d2cb7efdbc4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-fc1f0dcb-53b2-6cbe-8656-6d2cb7efdbc4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,0,171,2025-09-25,2026-03-28,4,1.8%,13.7%,84.6%,0.0%,0.0%,3%,0%,66%,6/5/2025,kwekua,No,,fc1f0dcb-53b2-6cbe-8656-6d2cb7efdbc4,"[""ai-business-solutions""]"
March 2026,Concepts,article,https://learn.microsoft.com/en-us/microsoft-365/copilot/extensibility/custom-engine-agent-asynchronous-flow,Asynchronous and Proactive Messaging in Custom Engine Agents for Microsoft 365,228,164,39%,147,43,46,L,2,33.8%,25.0%,66.0%,41.7%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-c262cd5f-19f7-ac49-5f52-52b68ab23de4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-c262cd5f-19f7-ac49-5f52-52b68ab23de4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,181-270 days,180,-90,2025-07-11,2026-03-24,59,25.9%,39.0%,29.8%,5.3%,0.0%,5%,0%,65%,7/14/2025,lauragra,No,,c262cd5f-19f7-ac49-5f52-52b68ab23de4,"[""ai-business-solutions""]"
March 2026,Concepts,concept-article,https://learn.microsoft.com/en-us/copilot/microsoft-365/microsoft-365-copilot-chat-considerations,Considerations for Microsoft 365 Copilot Chat admins,230,68,238%,156,499,971,L,3,25.7%,20.4%,67.3%,50.0%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-e0b1e722-bfd0-75e1-876a-bafdf849db77&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-e0b1e722-bfd0-75e1-876a-bafdf849db77&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,0-90 days,180,134,2026-02-20,2026-03-28,56,24.3%,63.9%,10.0%,1.7%,0.0%,4%,0%,67%,2/20/2026,efrene,No,,e0b1e722-bfd0-75e1-876a-bafdf849db77,"[""ai-business-solutions""]"
March 2026,Concepts,how-to,https://learn.microsoft.com/en-us/copilot/microsoft-365/scheduled-prompts-inventory,Inventory for scheduled prompts,232,218,6%,189,162,217,H,1,13.8%,37.9%,70.4%,31.5%,,,,https://aka.ms/learncontentdrilldown?experience=power-bi&v-startDate=2days&v-endDate=now&v-SelectedPlatformId=v-d0451fe2-6f26-45df-3bbf-07b6ba26a6e4&v-SelectedLocale=v-en-us&page=b567a926-380d-46ea-b968-48664d0787ca&extensionScenario=openArtifact,https://aka.ms/learncontenttrends?experience=power-bi&v-SelectedPlatformId=v-d0451fe2-6f26-45df-3bbf-07b6ba26a6e4&v-SelectedTimeRange=v-Monthly&v-SelectedLocale=v-en-us&page=1c010e1d-658b-45c7-8844-4f9e7a29efd2,91-180 days,180,14,2025-10-23,2026-03-28,6,2.6%,18.1%,78.4%,0.9%,0.0%,5%,0%,70%,6/2/2025,scotv,No,,d0451fe2-6f26-45df-3bbf-07b6ba26a6e4,"[""ai-business-solutions""]"
